,EXP_ID,GROUP_ID,INDIVIDUAL_ID,COMPOUND_NAME,COMPOUND_ABBREVIATION,COMPOUND_NO,SINGLE_REPEAT_TYPE,ADMINISTRATION_ROUTE_TYPE,SACRIFICE_PERIOD,DOSE,DOSE_UNIT,DOSE_LEVEL
3017650012,90,11,2,valproic acid,VPA,00005,Single,Gavage,9 hr,150,mg/kg,Middle
3017650013,90,11,3,valproic acid,VPA,00005,Single,Gavage,9 hr,150,mg/kg,Middle
3017650014,90,11,4,valproic acid,VPA,00005,Single,Gavage,9 hr,150,mg/kg,Middle
3017650024,90,12,2,valproic acid,VPA,00005,Single,Gavage,24 hr,150,mg/kg,Middle
3017650025,90,12,3,valproic acid,VPA,00005,Single,Gavage,24 hr,150,mg/kg,Middle
3017650026,90,12,5,valproic acid,VPA,00005,Single,Gavage,24 hr,150,mg/kg,Middle
3017652003,90,13,2,valproic acid,VPA,00005,Single,Gavage,3 hr,450,mg/kg,High
3017652004,90,13,3,valproic acid,VPA,00005,Single,Gavage,3 hr,450,mg/kg,High
3017652005,90,13,4,valproic acid,VPA,00005,Single,Gavage,3 hr,450,mg/kg,High
3017652015,90,14,1,valproic acid,VPA,00005,Single,Gavage,6 hr,450,mg/kg,High
3017652016,90,14,2,valproic acid,VPA,00005,Single,Gavage,6 hr,450,mg/kg,High
3017652017,90,14,5,valproic acid,VPA,00005,Single,Gavage,6 hr,450,mg/kg,High
3017650015,90,15,2,valproic acid,VPA,00005,Single,Gavage,9 hr,450,mg/kg,High
3017650016,90,15,3,valproic acid,VPA,00005,Single,Gavage,9 hr,450,mg/kg,High
3017650017,90,15,4,valproic acid,VPA,00005,Single,Gavage,9 hr,450,mg/kg,High
3017650027,90,16,2,valproic acid,VPA,00005,Single,Gavage,24 hr,450,mg/kg,High
3017650028,90,16,3,valproic acid,VPA,00005,Single,Gavage,24 hr,450,mg/kg,High
3017650029,90,16,4,valproic acid,VPA,00005,Single,Gavage,24 hr,450,mg/kg,High
3017654006,91,1,2,valproic acid,VPA,00005,Repeat,Gavage,4 day,0,mg/kg,Control
3017654007,91,1,3,valproic acid,VPA,00005,Repeat,Gavage,4 day,0,mg/kg,Control
3017654008,91,1,5,valproic acid,VPA,00005,Repeat,Gavage,4 day,0,mg/kg,Control
3017654018,91,2,3,valproic acid,VPA,00005,Repeat,Gavage,8 day,0,mg/kg,Control
3017654019,91,2,4,valproic acid,VPA,00005,Repeat,Gavage,8 day,0,mg/kg,Control
3017654020,91,2,5,valproic acid,VPA,00005,Repeat,Gavage,8 day,0,mg/kg,Control
3017653012,91,3,1,valproic acid,VPA,00005,Repeat,Gavage,15 day,0,mg/kg,Control
3017653013,91,3,3,valproic acid,VPA,00005,Repeat,Gavage,15 day,0,mg/kg,Control
3017653014,91,3,5,valproic acid,VPA,00005,Repeat,Gavage,15 day,0,mg/kg,Control
3017653024,91,4,1,valproic acid,VPA,00005,Repeat,Gavage,29 day,0,mg/kg,Control
3017653025,91,4,3,valproic acid,VPA,00005,Repeat,Gavage,29 day,0,mg/kg,Control
3017653026,91,4,4,valproic acid,VPA,00005,Repeat,Gavage,29 day,0,mg/kg,Control
3017654009,91,5,1,valproic acid,VPA,00005,Repeat,Gavage,4 day,45,mg/kg,Low
3017654010,91,5,2,valproic acid,VPA,00005,Repeat,Gavage,4 day,45,mg/kg,Low
3017654011,91,5,3,valproic acid,VPA,00005,Repeat,Gavage,4 day,45,mg/kg,Low
3017654021,91,6,1,valproic acid,VPA,00005,Repeat,Gavage,8 day,45,mg/kg,Low
3017654022,91,6,4,valproic acid,VPA,00005,Repeat,Gavage,8 day,45,mg/kg,Low
3017654023,91,6,5,valproic acid,VPA,00005,Repeat,Gavage,8 day,45,mg/kg,Low
3017653015,91,7,2,valproic acid,VPA,00005,Repeat,Gavage,15 day,45,mg/kg,Low
3017653016,91,7,3,valproic acid,VPA,00005,Repeat,Gavage,15 day,45,mg/kg,Low
3017653017,91,7,4,valproic acid,VPA,00005,Repeat,Gavage,15 day,45,mg/kg,Low
3017653027,91,8,1,valproic acid,VPA,00005,Repeat,Gavage,29 day,45,mg/kg,Low
3017653028,91,8,2,valproic acid,VPA,00005,Repeat,Gavage,29 day,45,mg/kg,Low
3017653029,91,8,5,valproic acid,VPA,00005,Repeat,Gavage,29 day,45,mg/kg,Low
3017654012,91,9,1,valproic acid,VPA,00005,Repeat,Gavage,4 day,150,mg/kg,Middle
3017654013,91,9,2,valproic acid,VPA,00005,Repeat,Gavage,4 day,150,mg/kg,Middle
3017654014,91,9,4,valproic acid,VPA,00005,Repeat,Gavage,4 day,150,mg/kg,Middle
3017654024,91,10,3,valproic acid,VPA,00005,Repeat,Gavage,8 day,150,mg/kg,Middle
3017654025,91,10,4,valproic acid,VPA,00005,Repeat,Gavage,8 day,150,mg/kg,Middle
3017654026,91,10,5,valproic acid,VPA,00005,Repeat,Gavage,8 day,150,mg/kg,Middle
3017653018,91,11,1,valproic acid,VPA,00005,Repeat,Gavage,15 day,150,mg/kg,Middle
3017653019,91,11,2,valproic acid,VPA,00005,Repeat,Gavage,15 day,150,mg/kg,Middle
3017653020,91,11,3,valproic acid,VPA,00005,Repeat,Gavage,15 day,150,mg/kg,Middle
3017653030,91,12,1,valproic acid,VPA,00005,Repeat,Gavage,29 day,150,mg/kg,Middle
3017654001,91,12,3,valproic acid,VPA,00005,Repeat,Gavage,29 day,150,mg/kg,Middle
3017654002,91,12,4,valproic acid,VPA,00005,Repeat,Gavage,29 day,150,mg/kg,Middle
3017654015,91,13,2,valproic acid,VPA,00005,Repeat,Gavage,4 day,450,mg/kg,High
3017654016,91,13,3,valproic acid,VPA,00005,Repeat,Gavage,4 day,450,mg/kg,High
3017654017,91,13,5,valproic acid,VPA,00005,Repeat,Gavage,4 day,450,mg/kg,High
3017654027,91,14,1,valproic acid,VPA,00005,Repeat,Gavage,8 day,450,mg/kg,High
3017654028,91,14,3,valproic acid,VPA,00005,Repeat,Gavage,8 day,450,mg/kg,High
3017654029,91,14,4,valproic acid,VPA,00005,Repeat,Gavage,8 day,450,mg/kg,High
3017653021,91,15,2,valproic acid,VPA,00005,Repeat,Gavage,15 day,450,mg/kg,High
3017653022,91,15,3,valproic acid,VPA,00005,Repeat,Gavage,15 day,450,mg/kg,High
3017653023,91,15,4,valproic acid,VPA,00005,Repeat,Gavage,15 day,450,mg/kg,High
3017654003,91,16,2,valproic acid,VPA,00005,Repeat,Gavage,29 day,450,mg/kg,High
3017654004,91,16,4,valproic acid,VPA,00005,Repeat,Gavage,29 day,450,mg/kg,High
3017654005,91,16,5,valproic acid,VPA,00005,Repeat,Gavage,29 day,450,mg/kg,High
3017648018,93,1,1,phenobarbital,PB,00004,Repeat,Gavage,4 day,0,mg/kg,Control
3017648019,93,1,2,phenobarbital,PB,00004,Repeat,Gavage,4 day,0,mg/kg,Control
3017648020,93,1,5,phenobarbital,PB,00004,Repeat,Gavage,4 day,0,mg/kg,Control
3017648030,93,2,2,phenobarbital,PB,00004,Repeat,Gavage,8 day,0,mg/kg,Control
3017649001,93,2,3,phenobarbital,PB,00004,Repeat,Gavage,8 day,0,mg/kg,Control
3017649002,93,2,4,phenobarbital,PB,00004,Repeat,Gavage,8 day,0,mg/kg,Control
3017649012,93,3,1,phenobarbital,PB,00004,Repeat,Gavage,15 day,0,mg/kg,Control
3017649013,93,3,3,phenobarbital,PB,00004,Repeat,Gavage,15 day,0,mg/kg,Control
3017649014,93,3,4,phenobarbital,PB,00004,Repeat,Gavage,15 day,0,mg/kg,Control
3017649024,93,4,1,phenobarbital,PB,00004,Repeat,Gavage,29 day,0,mg/kg,Control
3017649025,93,4,4,phenobarbital,PB,00004,Repeat,Gavage,29 day,0,mg/kg,Control
3017649026,93,4,5,phenobarbital,PB,00004,Repeat,Gavage,29 day,0,mg/kg,Control
3017648021,93,5,2,phenobarbital,PB,00004,Repeat,Gavage,4 day,10,mg/kg,Low
3017648022,93,5,3,phenobarbital,PB,00004,Repeat,Gavage,4 day,10,mg/kg,Low
3017648023,93,5,4,phenobarbital,PB,00004,Repeat,Gavage,4 day,10,mg/kg,Low
3017649003,93,6,1,phenobarbital,PB,00004,Repeat,Gavage,8 day,10,mg/kg,Low
3017649004,93,6,2,phenobarbital,PB,00004,Repeat,Gavage,8 day,10,mg/kg,Low
3017649005,93,6,5,phenobarbital,PB,00004,Repeat,Gavage,8 day,10,mg/kg,Low
3017649015,93,7,1,phenobarbital,PB,00004,Repeat,Gavage,15 day,10,mg/kg,Low
3017649016,93,7,4,phenobarbital,PB,00004,Repeat,Gavage,15 day,10,mg/kg,Low
3017649017,93,7,5,phenobarbital,PB,00004,Repeat,Gavage,15 day,10,mg/kg,Low
3017649027,93,8,2,phenobarbital,PB,00004,Repeat,Gavage,29 day,10,mg/kg,Low
3017649028,93,8,4,phenobarbital,PB,00004,Repeat,Gavage,29 day,10,mg/kg,Low
3017649029,93,8,5,phenobarbital,PB,00004,Repeat,Gavage,29 day,10,mg/kg,Low
3017648024,93,9,1,phenobarbital,PB,00004,Repeat,Gavage,4 day,30,mg/kg,Middle
3017648025,93,9,2,phenobarbital,PB,00004,Repeat,Gavage,4 day,30,mg/kg,Middle
3017648026,93,9,4,phenobarbital,PB,00004,Repeat,Gavage,4 day,30,mg/kg,Middle
3017649006,93,10,2,phenobarbital,PB,00004,Repeat,Gavage,8 day,30,mg/kg,Middle
3017649007,93,10,4,phenobarbital,PB,00004,Repeat,Gavage,8 day,30,mg/kg,Middle
3017649008,93,10,5,phenobarbital,PB,00004,Repeat,Gavage,8 day,30,mg/kg,Middle
3017649018,93,11,1,phenobarbital,PB,00004,Repeat,Gavage,15 day,30,mg/kg,Middle
3017649019,93,11,3,phenobarbital,PB,00004,Repeat,Gavage,15 day,30,mg/kg,Middle
3017649020,93,11,5,phenobarbital,PB,00004,Repeat,Gavage,15 day,30,mg/kg,Middle
3017649030,93,12,1,phenobarbital,PB,00004,Repeat,Gavage,29 day,30,mg/kg,Middle
3017650001,93,12,2,phenobarbital,PB,00004,Repeat,Gavage,29 day,30,mg/kg,Middle
3017650002,93,12,5,phenobarbital,PB,00004,Repeat,Gavage,29 day,30,mg/kg,Middle
3017648027,93,13,1,phenobarbital,PB,00004,Repeat,Gavage,4 day,100,mg/kg,High
3017648028,93,13,2,phenobarbital,PB,00004,Repeat,Gavage,4 day,100,mg/kg,High
3017648029,93,13,5,phenobarbital,PB,00004,Repeat,Gavage,4 day,100,mg/kg,High
3017649009,93,14,1,phenobarbital,PB,00004,Repeat,Gavage,8 day,100,mg/kg,High
3017649010,93,14,2,phenobarbital,PB,00004,Repeat,Gavage,8 day,100,mg/kg,High
3017649011,93,14,3,phenobarbital,PB,00004,Repeat,Gavage,8 day,100,mg/kg,High
3017649021,93,15,3,phenobarbital,PB,00004,Repeat,Gavage,15 day,100,mg/kg,High
3017649022,93,15,4,phenobarbital,PB,00004,Repeat,Gavage,15 day,100,mg/kg,High
3017649023,93,15,5,phenobarbital,PB,00004,Repeat,Gavage,15 day,100,mg/kg,High
3017650003,93,16,2,phenobarbital,PB,00004,Repeat,Gavage,29 day,100,mg/kg,High
3017650004,93,16,3,phenobarbital,PB,00004,Repeat,Gavage,29 day,100,mg/kg,High
3017650005,93,16,4,phenobarbital,PB,00004,Repeat,Gavage,29 day,100,mg/kg,High
3017666025,94,1,1,rifampicin,RIF,00008,Single,Gavage,3 hr,0,mg/kg,Control
3017666026,94,1,4,rifampicin,RIF,00008,Single,Gavage,3 hr,0,mg/kg,Control
3017666027,94,1,5,rifampicin,RIF,00008,Single,Gavage,3 hr,0,mg/kg,Control
3017665024,94,2,1,rifampicin,RIF,00008,Single,Gavage,6 hr,0,mg/kg,Control
3017665025,94,2,3,rifampicin,RIF,00008,Single,Gavage,6 hr,0,mg/kg,Control
3017665026,94,2,5,rifampicin,RIF,00008,Single,Gavage,6 hr,0,mg/kg,Control
3017666001,94,3,1,rifampicin,RIF,00008,Single,Gavage,9 hr,0,mg/kg,Control
3017666002,94,3,2,rifampicin,RIF,00008,Single,Gavage,9 hr,0,mg/kg,Control
3017666003,94,3,3,rifampicin,RIF,00008,Single,Gavage,9 hr,0,mg/kg,Control
3017666013,94,4,1,rifampicin,RIF,00008,Single,Gavage,24 hr,0,mg/kg,Control
3017666014,94,4,2,rifampicin,RIF,00008,Single,Gavage,24 hr,0,mg/kg,Control
3017666015,94,4,4,rifampicin,RIF,00008,Single,Gavage,24 hr,0,mg/kg,Control
3017666028,94,5,2,rifampicin,RIF,00008,Single,Gavage,3 hr,20,mg/kg,Low
3017666029,94,5,4,rifampicin,RIF,00008,Single,Gavage,3 hr,20,mg/kg,Low
3017666030,94,5,5,rifampicin,RIF,00008,Single,Gavage,3 hr,20,mg/kg,Low
3017665027,94,6,1,rifampicin,RIF,00008,Single,Gavage,6 hr,20,mg/kg,Low
3017665028,94,6,3,rifampicin,RIF,00008,Single,Gavage,6 hr,20,mg/kg,Low
3017665029,94,6,5,rifampicin,RIF,00008,Single,Gavage,6 hr,20,mg/kg,Low
3017666004,94,7,1,rifampicin,RIF,00008,Single,Gavage,9 hr,20,mg/kg,Low
3017666005,94,7,2,rifampicin,RIF,00008,Single,Gavage,9 hr,20,mg/kg,Low
3017666006,94,7,4,rifampicin,RIF,00008,Single,Gavage,9 hr,20,mg/kg,Low
3017666016,94,8,1,rifampicin,RIF,00008,Single,Gavage,24 hr,20,mg/kg,Low
3017666017,94,8,2,rifampicin,RIF,00008,Single,Gavage,24 hr,20,mg/kg,Low
3017666018,94,8,5,rifampicin,RIF,00008,Single,Gavage,24 hr,20,mg/kg,Low
3017665018,94,9,1,rifampicin,RIF,00008,Single,Gavage,3 hr,60,mg/kg,Middle
3017665019,94,9,3,rifampicin,RIF,00008,Single,Gavage,3 hr,60,mg/kg,Middle
3017665020,94,9,5,rifampicin,RIF,00008,Single,Gavage,3 hr,60,mg/kg,Middle
3017665030,94,10,1,rifampicin,RIF,00008,Single,Gavage,6 hr,60,mg/kg,Middle
3017667001,94,10,2,rifampicin,RIF,00008,Single,Gavage,6 hr,60,mg/kg,Middle
3017667002,94,10,4,rifampicin,RIF,00008,Single,Gavage,6 hr,60,mg/kg,Middle
3017666007,94,11,1,rifampicin,RIF,00008,Single,Gavage,9 hr,60,mg/kg,Middle
3017666008,94,11,2,rifampicin,RIF,00008,Single,Gavage,9 hr,60,mg/kg,Middle
3017666009,94,11,5,rifampicin,RIF,00008,Single,Gavage,9 hr,60,mg/kg,Middle
3017666019,94,12,1,rifampicin,RIF,00008,Single,Gavage,24 hr,60,mg/kg,Middle
3017666020,94,12,3,rifampicin,RIF,00008,Single,Gavage,24 hr,60,mg/kg,Middle
3017666021,94,12,5,rifampicin,RIF,00008,Single,Gavage,24 hr,60,mg/kg,Middle
3017665021,94,13,1,rifampicin,RIF,00008,Single,Gavage,3 hr,200,mg/kg,High
3017665022,94,13,4,rifampicin,RIF,00008,Single,Gavage,3 hr,200,mg/kg,High
3017665023,94,13,5,rifampicin,RIF,00008,Single,Gavage,3 hr,200,mg/kg,High
3017667003,94,14,1,rifampicin,RIF,00008,Single,Gavage,6 hr,200,mg/kg,High
3017667004,94,14,4,rifampicin,RIF,00008,Single,Gavage,6 hr,200,mg/kg,High
3017667005,94,14,5,rifampicin,RIF,00008,Single,Gavage,6 hr,200,mg/kg,High
3017666010,94,15,2,rifampicin,RIF,00008,Single,Gavage,9 hr,200,mg/kg,High
3017666011,94,15,3,rifampicin,RIF,00008,Single,Gavage,9 hr,200,mg/kg,High
3017666012,94,15,5,rifampicin,RIF,00008,Single,Gavage,9 hr,200,mg/kg,High
3017666022,94,16,1,rifampicin,RIF,00008,Single,Gavage,24 hr,200,mg/kg,High
3017666023,94,16,2,rifampicin,RIF,00008,Single,Gavage,24 hr,200,mg/kg,High
3017666024,94,16,5,rifampicin,RIF,00008,Single,Gavage,24 hr,200,mg/kg,High
3017719017,95,1,1,rifampicin,RIF,00008,Repeat,Gavage,4 day,0,mg/kg,Control
3017719018,95,1,2,rifampicin,RIF,00008,Repeat,Gavage,4 day,0,mg/kg,Control
3017719019,95,1,3,rifampicin,RIF,00008,Repeat,Gavage,4 day,0,mg/kg,Control
3017719029,95,2,1,rifampicin,RIF,00008,Repeat,Gavage,8 day,0,mg/kg,Control
3017719030,95,2,2,rifampicin,RIF,00008,Repeat,Gavage,8 day,0,mg/kg,Control
3017720001,95,2,3,rifampicin,RIF,00008,Repeat,Gavage,8 day,0,mg/kg,Control
3017720011,95,3,1,rifampicin,RIF,00008,Repeat,Gavage,15 day,0,mg/kg,Control
3017720012,95,3,4,rifampicin,RIF,00008,Repeat,Gavage,15 day,0,mg/kg,Control
3017720013,95,3,5,rifampicin,RIF,00008,Repeat,Gavage,15 day,0,mg/kg,Control
3017720023,95,4,2,rifampicin,RIF,00008,Repeat,Gavage,29 day,0,mg/kg,Control
3017720024,95,4,4,rifampicin,RIF,00008,Repeat,Gavage,29 day,0,mg/kg,Control
3017720025,95,4,5,rifampicin,RIF,00008,Repeat,Gavage,29 day,0,mg/kg,Control
3017719020,95,5,1,rifampicin,RIF,00008,Repeat,Gavage,4 day,20,mg/kg,Low
3017719021,95,5,3,rifampicin,RIF,00008,Repeat,Gavage,4 day,20,mg/kg,Low
3017719022,95,5,5,rifampicin,RIF,00008,Repeat,Gavage,4 day,20,mg/kg,Low
3017720002,95,6,1,rifampicin,RIF,00008,Repeat,Gavage,8 day,20,mg/kg,Low
3017720003,95,6,4,rifampicin,RIF,00008,Repeat,Gavage,8 day,20,mg/kg,Low
3017720004,95,6,5,rifampicin,RIF,00008,Repeat,Gavage,8 day,20,mg/kg,Low
3017720014,95,7,2,rifampicin,RIF,00008,Repeat,Gavage,15 day,20,mg/kg,Low
3017720015,95,7,3,rifampicin,RIF,00008,Repeat,Gavage,15 day,20,mg/kg,Low
3017720016,95,7,5,rifampicin,RIF,00008,Repeat,Gavage,15 day,20,mg/kg,Low
3017720026,95,8,2,rifampicin,RIF,00008,Repeat,Gavage,29 day,20,mg/kg,Low
3017720027,95,8,3,rifampicin,RIF,00008,Repeat,Gavage,29 day,20,mg/kg,Low
3017720028,95,8,4,rifampicin,RIF,00008,Repeat,Gavage,29 day,20,mg/kg,Low
3017719023,95,9,1,rifampicin,RIF,00008,Repeat,Gavage,4 day,60,mg/kg,Middle
3017719024,95,9,2,rifampicin,RIF,00008,Repeat,Gavage,4 day,60,mg/kg,Middle
3017719025,95,9,4,rifampicin,RIF,00008,Repeat,Gavage,4 day,60,mg/kg,Middle
3017720005,95,10,1,rifampicin,RIF,00008,Repeat,Gavage,8 day,60,mg/kg,Middle
3017720006,95,10,2,rifampicin,RIF,00008,Repeat,Gavage,8 day,60,mg/kg,Middle
3017720007,95,10,5,rifampicin,RIF,00008,Repeat,Gavage,8 day,60,mg/kg,Middle
3017720017,95,11,1,rifampicin,RIF,00008,Repeat,Gavage,15 day,60,mg/kg,Middle
3017720018,95,11,2,rifampicin,RIF,00008,Repeat,Gavage,15 day,60,mg/kg,Middle
3017720019,95,11,4,rifampicin,RIF,00008,Repeat,Gavage,15 day,60,mg/kg,Middle
3017720029,95,12,2,rifampicin,RIF,00008,Repeat,Gavage,29 day,60,mg/kg,Middle
3017720030,95,12,3,rifampicin,RIF,00008,Repeat,Gavage,29 day,60,mg/kg,Middle
3017721001,95,12,4,rifampicin,RIF,00008,Repeat,Gavage,29 day,60,mg/kg,Middle
3017719026,95,13,2,rifampicin,RIF,00008,Repeat,Gavage,4 day,200,mg/kg,High
3017719027,95,13,3,rifampicin,RIF,00008,Repeat,Gavage,4 day,200,mg/kg,High
3017719028,95,13,4,rifampicin,RIF,00008,Repeat,Gavage,4 day,200,mg/kg,High
3017720008,95,14,3,rifampicin,RIF,00008,Repeat,Gavage,8 day,200,mg/kg,High
3017720009,95,14,4,rifampicin,RIF,00008,Repeat,Gavage,8 day,200,mg/kg,High
3017720010,95,14,5,rifampicin,RIF,00008,Repeat,Gavage,8 day,200,mg/kg,High
3017720020,95,15,3,rifampicin,RIF,00008,Repeat,Gavage,15 day,200,mg/kg,High
3017720021,95,15,4,rifampicin,RIF,00008,Repeat,Gavage,15 day,200,mg/kg,High
3017720022,95,15,5,rifampicin,RIF,00008,Repeat,Gavage,15 day,200,mg/kg,High
3017721002,95,16,1,rifampicin,RIF,00008,Repeat,Gavage,29 day,200,mg/kg,High
3017721003,95,16,2,rifampicin,RIF,00008,Repeat,Gavage,29 day,200,mg/kg,High
3017721004,95,16,3,rifampicin,RIF,00008,Repeat,Gavage,29 day,200,mg/kg,High
3017675029,96,1,1,phenylbutazone,PhB,00011,Single,Gavage,3 hr,0,mg/kg,Control
3017675030,96,1,2,phenylbutazone,PhB,00011,Single,Gavage,3 hr,0,mg/kg,Control
3017676001,96,1,4,phenylbutazone,PhB,00011,Single,Gavage,3 hr,0,mg/kg,Control
3017676011,96,2,1,phenylbutazone,PhB,00011,Single,Gavage,6 hr,0,mg/kg,Control
3017676012,96,2,2,phenylbutazone,PhB,00011,Single,Gavage,6 hr,0,mg/kg,Control
3017676013,96,2,5,phenylbutazone,PhB,00011,Single,Gavage,6 hr,0,mg/kg,Control
3017675005,96,3,1,phenylbutazone,PhB,00011,Single,Gavage,9 hr,0,mg/kg,Control
3017675006,96,3,2,phenylbutazone,PhB,00011,Single,Gavage,9 hr,0,mg/kg,Control
3017675007,96,3,3,phenylbutazone,PhB,00011,Single,Gavage,9 hr,0,mg/kg,Control
3017675017,96,4,1,phenylbutazone,PhB,00011,Single,Gavage,24 hr,0,mg/kg,Control
3017675018,96,4,3,phenylbutazone,PhB,00011,Single,Gavage,24 hr,0,mg/kg,Control
3017675019,96,4,4,phenylbutazone,PhB,00011,Single,Gavage,24 hr,0,mg/kg,Control
3017676002,96,5,1,phenylbutazone,PhB,00011,Single,Gavage,3 hr,20,mg/kg,Low
3017676003,96,5,3,phenylbutazone,PhB,00011,Single,Gavage,3 hr,20,mg/kg,Low
3017676004,96,5,5,phenylbutazone,PhB,00011,Single,Gavage,3 hr,20,mg/kg,Low
3017676014,96,6,1,phenylbutazone,PhB,00011,Single,Gavage,6 hr,20,mg/kg,Low
3017676015,96,6,2,phenylbutazone,PhB,00011,Single,Gavage,6 hr,20,mg/kg,Low
3017676016,96,6,3,phenylbutazone,PhB,00011,Single,Gavage,6 hr,20,mg/kg,Low
3017675008,96,7,1,phenylbutazone,PhB,00011,Single,Gavage,9 hr,20,mg/kg,Low
3017675009,96,7,4,phenylbutazone,PhB,00011,Single,Gavage,9 hr,20,mg/kg,Low
3017675010,96,7,5,phenylbutazone,PhB,00011,Single,Gavage,9 hr,20,mg/kg,Low
3017675020,96,8,1,phenylbutazone,PhB,00011,Single,Gavage,24 hr,20,mg/kg,Low
3017675021,96,8,2,phenylbutazone,PhB,00011,Single,Gavage,24 hr,20,mg/kg,Low
3017675022,96,8,5,phenylbutazone,PhB,00011,Single,Gavage,24 hr,20,mg/kg,Low
3017676005,96,9,2,phenylbutazone,PhB,00011,Single,Gavage,3 hr,60,mg/kg,Middle
3017676006,96,9,3,phenylbutazone,PhB,00011,Single,Gavage,3 hr,60,mg/kg,Middle
3017676007,96,9,4,phenylbutazone,PhB,00011,Single,Gavage,3 hr,60,mg/kg,Middle
3017676017,96,10,1,phenylbutazone,PhB,00011,Single,Gavage,6 hr,60,mg/kg,Middle
3017676018,96,10,2,phenylbutazone,PhB,00011,Single,Gavage,6 hr,60,mg/kg,Middle
3017676019,96,10,4,phenylbutazone,PhB,00011,Single,Gavage,6 hr,60,mg/kg,Middle
3017675011,96,11,1,phenylbutazone,PhB,00011,Single,Gavage,9 hr,60,mg/kg,Middle
3017675012,96,11,2,phenylbutazone,PhB,00011,Single,Gavage,9 hr,60,mg/kg,Middle
3017675013,96,11,5,phenylbutazone,PhB,00011,Single,Gavage,9 hr,60,mg/kg,Middle
3017675023,96,12,3,phenylbutazone,PhB,00011,Single,Gavage,24 hr,60,mg/kg,Middle
3017675024,96,12,4,phenylbutazone,PhB,00011,Single,Gavage,24 hr,60,mg/kg,Middle
3017675025,96,12,5,phenylbutazone,PhB,00011,Single,Gavage,24 hr,60,mg/kg,Middle
3017676008,96,13,1,phenylbutazone,PhB,00011,Single,Gavage,3 hr,200,mg/kg,High
3017676009,96,13,3,phenylbutazone,PhB,00011,Single,Gavage,3 hr,200,mg/kg,High
3017676010,96,13,5,phenylbutazone,PhB,00011,Single,Gavage,3 hr,200,mg/kg,High
3017676020,96,14,2,phenylbutazone,PhB,00011,Single,Gavage,6 hr,200,mg/kg,High
3017676021,96,14,4,phenylbutazone,PhB,00011,Single,Gavage,6 hr,200,mg/kg,High
3017676022,96,14,5,phenylbutazone,PhB,00011,Single,Gavage,6 hr,200,mg/kg,High
3017675014,96,15,1,phenylbutazone,PhB,00011,Single,Gavage,9 hr,200,mg/kg,High
3017675015,96,15,3,phenylbutazone,PhB,00011,Single,Gavage,9 hr,200,mg/kg,High
3017675016,96,15,4,phenylbutazone,PhB,00011,Single,Gavage,9 hr,200,mg/kg,High
3017675026,96,16,1,phenylbutazone,PhB,00011,Single,Gavage,24 hr,200,mg/kg,High
3017675027,96,16,2,phenylbutazone,PhB,00011,Single,Gavage,24 hr,200,mg/kg,High
3017675028,96,16,5,phenylbutazone,PhB,00011,Single,Gavage,24 hr,200,mg/kg,High
3017729025,97,1,1,phenylbutazone,PhB,00011,Repeat,Gavage,4 day,0,mg/kg,Control
3017729026,97,1,2,phenylbutazone,PhB,00011,Repeat,Gavage,4 day,0,mg/kg,Control
3017729027,97,1,5,phenylbutazone,PhB,00011,Repeat,Gavage,4 day,0,mg/kg,Control
3017730007,97,2,1,phenylbutazone,PhB,00011,Repeat,Gavage,8 day,0,mg/kg,Control
3017730008,97,2,3,phenylbutazone,PhB,00011,Repeat,Gavage,8 day,0,mg/kg,Control
3017730009,97,2,5,phenylbutazone,PhB,00011,Repeat,Gavage,8 day,0,mg/kg,Control
3017728007,97,3,1,phenylbutazone,PhB,00011,Repeat,Gavage,15 day,0,mg/kg,Control
3017728008,97,3,2,phenylbutazone,PhB,00011,Repeat,Gavage,15 day,0,mg/kg,Control
3017728009,97,3,4,phenylbutazone,PhB,00011,Repeat,Gavage,15 day,0,mg/kg,Control
3017728019,97,4,2,phenylbutazone,PhB,00011,Repeat,Gavage,29 day,0,mg/kg,Control
3017728020,97,4,3,phenylbutazone,PhB,00011,Repeat,Gavage,29 day,0,mg/kg,Control
3017728021,97,4,5,phenylbutazone,PhB,00011,Repeat,Gavage,29 day,0,mg/kg,Control
3017729028,97,5,3,phenylbutazone,PhB,00011,Repeat,Gavage,4 day,20,mg/kg,Low
3017729029,97,5,4,phenylbutazone,PhB,00011,Repeat,Gavage,4 day,20,mg/kg,Low
3017729030,97,5,5,phenylbutazone,PhB,00011,Repeat,Gavage,4 day,20,mg/kg,Low
3017730010,97,6,1,phenylbutazone,PhB,00011,Repeat,Gavage,8 day,20,mg/kg,Low
3017730011,97,6,4,phenylbutazone,PhB,00011,Repeat,Gavage,8 day,20,mg/kg,Low
3017730012,97,6,5,phenylbutazone,PhB,00011,Repeat,Gavage,8 day,20,mg/kg,Low
3017728010,97,7,1,phenylbutazone,PhB,00011,Repeat,Gavage,15 day,20,mg/kg,Low
3017728011,97,7,2,phenylbutazone,PhB,00011,Repeat,Gavage,15 day,20,mg/kg,Low
3017728012,97,7,4,phenylbutazone,PhB,00011,Repeat,Gavage,15 day,20,mg/kg,Low
3017728022,97,8,1,phenylbutazone,PhB,00011,Repeat,Gavage,29 day,20,mg/kg,Low
3017728023,97,8,4,phenylbutazone,PhB,00011,Repeat,Gavage,29 day,20,mg/kg,Low
3017728024,97,8,5,phenylbutazone,PhB,00011,Repeat,Gavage,29 day,20,mg/kg,Low
